FID,NAME,ADDRESS,CITY,STATE,ZIP
529,LITTLEJOHN COLISEUM,CENTENNIAL BOULEVARD AND RAVENAL ROAD,CLEMSON,SC,29634
530,ESTADIO DE BEISBOL FRAY NANO,FERNANDO IGLESIAS CALDERON S/N,MEXICO CITY,DF,15900
531,ESTADIO MONCLOVA,AV LOS REYES 1300,MONCLOVA,CA,25750
532,PNC ARENA,1400 EDWARDS MILL ROAD,RALEIGH,NC,27607
533,DONALD L. TUCKER CENTER,505 WEST PENSACOLA STREET,TALLAHASSEE,FL,32301
534,ESTADIO DE BEISBOL MONTERREY,AV MANUEL L. BARRAGAN S/N,MONTERREY,NL,64290
535,CASE GYMNASIUM,925 COMMONWEALTH AVENUE,BOSTON,MA,2215
536,ESTADIO GASMART,MISSION DE SANTO TOMAS S/N,TIJUANA,BN,22223
537,BINGHAMTON UNIVERSITY EVENTS CENTER,4400 VESTAL PARKWAY EAST,BINGHAMTON,NY,13902
538,PARQUE DE BEISBOL ADOLFO LOPEZ MATEOS,DURANGO 400,REYNOSA,TM,88654
539,SPARTAN STADIUM (CALIFORNIA),1350 SOUTH 7TH STREET,SAN JOSE,CA,95112
540,ESTADIO DE BEISBOL FRANCISCO I. MADERO,JESUS VALDEZ SANCHEZ 1 INT. B,SALTILLO,CA,25284
541,ALFOND ARENA,TUNK ROAD,ORONO,ME,4469
543,FOLSOM FIELD,STADIUM DRIVE,BOULDER,CO,80302
544,ESTADIO RESURGIMIENTO,AV JUAREZ S/N,CIUDAD DEL CARMEN,CM,24166
545,ESTADIO DE BEISBOL HERMANOS SERDAN,CALZADA IGNACIO ZARAGOZA 666,PUEBLA,PU,72220
546,ESTADIO EDUARDO VASCONCELOS,BLV EDUARDO VASCONCELOS Y CALZ,OAXACA,OA,68080
547,ESTADIO DE BEISBOL BETO AVILA,MAYAPAN,CANCUN,QR,77500
548,PARQUE DE BóISBOL CENTENARIO DEL 27 DE FEBRERO,AVENIDA VELODROMO DE LA CIUDAD DEPORTIVA S/N,VILLAHERMOSA,TB,86100
549,FALCON STADIUM,STADIUM BOULEVARD,USAFA,CO,80840
550,ESTADIO UNIVERSITARIO BETO AVILA,PASEO DE LAS JACARANDAS,BOCA DEL RIO,VE,91700
551,SONNY LUBICK FIELD AT HUGHES STADIUM,SOUTH OVERLAND TRAIL AND ROSS DRIVE,FORT COLLINS,CO,80526
552,ESTADIO DE BEISBOL KUKULKAN,CALLE 28,MERIDA,YU,97174
553,HOLLYWOOD PARK,1050 SOUTH PRAIRIE AVENUE,INGLEWOOD,CA,90301
554,COLONIAL DOWNS,10515 COLONIAL DOWNS PARKWAY,NEW KENT,VA,23124
555,RENTSCHLER FIELD,615 SILVER LANE,HARTFORD,CT,6118
556,THE DOME AT AMERICAêS CENTER,701 CONVENTION PLAZA,SAINT LOUIS,MO,63101
557,BOK CENTER,200 SOUTH DENVER AVE,TULSA,OK,74103
558,NASSAU VETERANS MEMORIAL COLISEUM,1255 HEMPSTEAD TURNPIKE,UNIONDALE,NY,11553
560,SLEEP TRAIN ARENA,1 SPORTS PARKWAY,SACRAMENTO,CA,95834
561,IUPUI GYMNASIUM,1000 WATERWAY BLVD,INDIANAPOLIS,IN,46202
563,RABOBANK ARENA,1001 TRUXTUN AVENUE,BAKERSFIELD,CA,93301
564,RALSTON ARENA,72ND AND Q STREETS,OMAHA,NE,68127
565,BERNARD G. JOHNSON COLISEUM,1964 BOBBY K MARKS DRIVE,HUNTSVILLE,TX,77340
566,BURTON COLISEUM,7001 GULF HIGHWAY,LAKE CHARLES,LA,70607
567,FARRIS CENTER,BRUCE STREET AND WESTERN AVENUE,CONWAY,AR,72034
568,E.A. DIDDLE ARENA,1526 AVENUE OF CHAMPIONS,BOWLING GREEN,KY,42107
569,FANT-EWING COLISEUM,NORTHEAST DRIVE AND BON AIRE DRIVE,MONROE,LA,71203
570,FAU ARENA,777 GLADES ROAD,BOCA RATON,FL,33431
571,JACK STEPHENS CENTER,2801 S. UNIVERSITY AVENUE,LITTLE ROCK,AR,72204
572,FELTON G. CLARK ACTIVITY CENTER,7722 SCENIC HWY BATON ROUGE,BATON ROUGE,LA,70813
573,HEALTH AND PHYSICAL EDUCATION ARENA,3105 ROSEWOOD ST,HOUSTON,TX,77004
574,LEE E. WILLIAMS ASSEMBLY CENTER,1400 LYNCH STREET,JACKSON,MS,39203
575,PROVIDENCE PARK,1844 SW MORRISON,PORTLAND,OR,97205
577,DEE GLEN SMITH SPECTRUM,900 NORTH AND 800 EAST,LOGAN,UT,84321
578,ANGEL STADIUM OF ANAHEIM,2000 EAST GENE AUTRY WAY,ANAHEIM,CA,92806
579,EVENT CENTER,300 S. 7TH STREET,SAN JOSE,CA,95112
580,CHASE FIELD,401 EAST JEFFERSON STREET,PHOENIX,AZ,85004
581,LAWLOR EVENTS CENTER,1664 NORTH VIRGINIA STREET,RENO,NV,89507
582,MUNICIPAL AUDITORIUM,301 WEST 13TH STREET,KANSAS CITY,MO,64105
583,CITIZENS BANK PARK,1 CITIZENS BANK WAY,PHILADELPHIA,PA,19148
584,COMERICA PARK,2100 WOODWARD AVENUE,DETROIT,MI,48201
585,YANITELLI CENTER,870 MONTGOMERY STREET,JERSEY CITY,NJ,7306
586,COORS FIELD,2001 BLAKE STREET,DENVER,CO,80205
587,MEMORIAL ATHLETIC AND CONVOCATION CENTER,1025 RISMAN DRIVE,KENT,OH,44243
588,DODGER STADIUM,1000 ELYSIAN PARK AVENUE,LOS ANGELES,CA,90090
589,MILLETT HALL,500 EAST SYCAMORE STREET,OXFORD,OH,45056
590,FENWAY PARK,4 YAWKEY WAY,BOSTON,MA,2215
591,NIU CONVOCATION CENTER,1525 WEST LINCOLN HIGHWAY,DEKALB,IL,60115
592,GREAT AMERICAN BALL PARK,100 JOE NUXHALL WAY,CINCINNATI,OH,45202
593,UNIVERSITY ARENA,WESTERN AVENUE AND OLIVER STREET,KALAMAZOO,MI,49008
594,PROGRESSIVE FIELD,2401 ONTARIO STREET,CLEVELAND,OH,44115
595,MCGUIRK ARENA,360 WEST BROOMFIELD STREET,MOUNT PLEASANT,MI,48858
596,MEMORIAL HALL GYMNASIUM,1200 NORTH DUPONT HIGHWAY,DOVER,DE,19901
597,KAUFFMAN STADIUM,1 ROYAL WAY,KANSAS CITY,MO,64141
598,MOORE GYMNASIUM,623 DOCTOR MARY MCLEOD BETHUNE BOULEVARD,DAYTONA BEACH,FL,32114
599,MILLER PARK,1 BREWERS WAY,MILWAUKEE,WI,53214
600,SMITH-HAMMOND-MIDDLETON MEMORIAL CENTER,300 BUCKLEY STREET,ORANGEBURG,SC,29117
601,MINUTE MAID PARK,501 CRAWFORD STREET,HOUSTON,TX,77002
602,BUSCH STADIUM,700 CLARK AVENUE,SAINT LOUIS,MO,63102
603,HYTCHE ATHLETIC CENTER,11868 ACADEMIC OVAL,PRINCESS ANNE,MD,21853
604,MABEE CENTER,81ST STREET AND SOUTH LEWIS AVENUE,TULSA,OK,74136
605,ORIOLE PARK AT CAMDEN YARDS,333 WEST CAMDEN STREET,BALTIMORE,MD,21201
606,AT&T PARK,24 WILLIE MAYS PLAZA,SAN FRANCISCO,CA,94107
607,ATHLETICS CENTER O'RENA,PIONEER DRIVE,ROCHESTER,MI,48309
608,PETCO PARK,19 TONY GWYNN DRIVE,SAN DIEGO,CA,92101
609,WESTERN HALL,NORTH WESTERN AVENUE AND WEST UNIVERSITY DRIVE,MACOMB,IL,61455
610,PNC PARK,115 FEDERAL STREET,PITTSBURGH,PA,15212
611,SAFECO FIELD,1250 1ST AVENUE SOUTH,SEATTLE,WA,98134
612,MCLEOD CENTER,HUDSON ROAD AND WEST 27TH STREET,CEDAR FALLS,IA,50631
613,CITI FIELD,123-01 ROOSEVELT AVENUE,FLUSHING,NY,11368
614,CENTURYLINK CENTER,455 NORTH 10TH STREET,OMAHA,NE,68102
615,GLOBE LIFE PARK IN ARLINGTON,1000 BALLPARK WAY,ARLINGTON,TX,76011
616,REDBIRD ARENA,COLLEGE AVENUE AND NORTH MAIN STREET,NORMAL,IL,61761
617,TROPICANA FIELD,1 TROPICANA DRIVE,SAINT PETERSBURG,FL,33705
618,SIU ARENA,SALUKI BOULEVARD AND ARENA DRIVE,CARBONDALE,IL,62901
619,TURNER FIELD,755 HANK AARON DRIVE,ATLANTA,GA,30315
620,MOBY ARENA,SOUTH SHIELD STREET AND NORTH DRIVE,FORT COLLINS,CO,80521
621,THOMAS AND MACK CENTER,THOMAS AND MACKIE DRIVE AND SWENSON STREET,LAS VEGAS,NV,89119
622,U.S. CELLULAR FIELD,333 WEST 35TH STREET,CHICAGO,IL,60616
623,WISEPIES ARENA,UNIVERSITY BOULEVARD SE AND AVENIDA DE CESAR CHAVEZ,ALBUQUERQUE,NM,87106
624,WRIGLEY FIELD,1060 WEST ADDISON STREET,CHICAGO,IL,60613
625,POPE PHYSICAL EDUCATION CENTER,CLINTON STREET AND JORALEMON STREET,BROOKLYN HEIGHTS,NY,11201
626,YANKEE STADIUM,EAST 161ST & RIVER AVENUE,BRONX,NY,10451
627,SPIRO SPORTS CENTER,CAMPUS ROAD AND HOWARD AVENUE,STATEN ISLAND,NY,10301
628,NATIONALS PARK,1500 SOUTH CAPITOL ST SE,WASHINGTON,DC,20003
629,T.D. BANK SPORTS CENTER,KIMBERLY AVENUE,HAMDEN,CT,6518
630,TARGET FIELD,1 TWINS WAY,MINNEAPOLIS,MN,55415
631,GEORGE AND PHYLLIS ROTHMAN CENTER,UNIVERSITY PLAZA DRIVE AND TEMPLE AVENUE,TEANECK,NJ,7666
632,WILLIAM H. PITT HEALTH AND RECREATION CENTER,PARK AVENUE AND JEFFERSON STREET,FAIRFIELD,CT,6825
634,MCCARTHEY ATHLETIC CENTER,801 NORTH CINCINNATI STREET,SPOKANE,WA,99202
635,MARLINS PARK,501 MARLINS WAY,MIAMI,FL,33125
636,MCKEON PAVILION,DE LA SALLE DRIVE AND GAEL WAY,MORAGA,CA,94556
637,WAIALAE COUNTRY CLUB,4997 KAHALA AVENUE,HONOLULU,HI,96816
638,WAR MEMORIAL GYMNASIUM,2335 GOLDEN GATE AVENUE,SAN FRANCISCO,CA,94117
639,KAPALUA PLANTATION GOLF CLUB,2000 PLANTATION CLUB DRIVE,LAHAINA,HI,96761
640,PEBBLE BEACH GOLF LINKS,17-MILE DRIVE,PEBBLE BEACH,CA,93953
641,UNITED SUPERMARKETS ARENA,INDIANA AVENUE AND 18TH STREET,LUBBOCK,TX,79409
642,CORDEVALLE GOLF CLUB,1 CORDEVALLE CLUB DR.,SAN MARTIN,CA,95046
643,LOUIS BROWN ATHLETIC CENTER,83 ROCKEFELLER ROAD,PISCATAWAY,NJ,8854
644,RIVIERA COUNTRY CLUB,1250 CAPRI DRIVE,PACIFIC PALISADES,CA,90272
645,TORREY PINES GOLF COURSE,11480 TORREY PINES PARK ROAD,SAN DIEGO,CA,92037
646,PALMER PRIVATE COURSE-PGA WEST,55-955 PGA BOULEVARD,LA QUINTA,CA,92253
647,MONTREUX GOLF CLUB,18077 BORDEAUX DRIVE,RENO,NV,89511
648,TOURNAMENT PLAYERS CLUB-SUMMERLIN,1700 VILLAGE CENTER CIRCLE,LAS VEGAS,NV,89134
649,RITZ CARLTON GOLF CLUB-DOVE MT,6501 WEST BOULDER BRIDGE PASS,MARANA,AZ,85658
650,TOURNAMENT PLAYERS CLUB STADIUM COURSE,17020 NORTH HAYDEN ROAD,SCOTTSDALE,AZ,85255
651,TRUMP INTERNATIONAL GOLF CLUB,100 CLUBHOUSE DRIVE,RIO GRANDE,PR,745
652,TOURNAMENT PLAYERS CLUB OF SAN ANTONIO,23808 RESORT PARKWAY,SAN ANTONIO,TX,78259
653,BENDER ARENA,4400 NEBRASKA AVENUE NW,WASHINGTON,DC,20016
654,CHRISTL ARENA,700 MILLS ROAD,WEST POINT,NY,10996
655,BUD WALTON ARENA,1207 LEROY POND DRIVE,FAYETTEVILLE,AR,73701
656,ALUMNI GYM,WEST HAGGARD AVENUE AND NORTH WILLIAMSON AVENUE,ELON,NC,27244
657,HOLMES CENTER,111 RIVERS STREET,BOONE,NC,28608
658,AMERICAN BANK CENTER,1901 SHORELINE BOULEVARD,CORPUS CHRISTI,TX,78401
659,CONVOCATION CENTER (ARKANSAS),217 OLYMPIA DRIVE,JONESBORO,AR,72401
660,DAVEY WHITNEY COMPLEX,1000 ASU DRIVE,ALCORN,MS,39096
661,DUNN-OLIVER ACADOME,SOUTH UNIVERSITY DRIVE AND ROBERT C. HATCH DRIVE,MONTGOMERY,AL,36106
662,KENNETH L. JOHNSON COMPLEX,1542 L. A. PREXY DAVIS DRIVE,PINE BLUFF,AR,71601
663,T.M. ELMORE GYMNASIUM,DAVIS ROAD NORTHEAST,NORMAL,AL,35811
664,TACO BELL ARENA,1910 UNIVERSITY DRIVE,BOISE,ID,83725
665,CONVOCATION CENTER (TEXAS),6900 NORTH LOOP 1640 WEST,SAN ANTONIO,TX,78249
666,GERSTEN PAVILION,1 LMU DRIVE,LOS ANGELES,CA,90045
667,WILLIAM R. JOHNSON COLISEUM,EAST COLLEGE STREET AND NORTH UNIVERSITY DRIVE,NACOGDOCHES,TX,75961
668,AGGANIS ARENA,HARRY AGGANIS WAY,BOSTON,MA,2215
669,MAGNESS ARENA,2201 EAST ASBURY AVENUE,DENVER,CO,80210
670,CONSOL ENERGY CENTER,1001 FIFTH AVENUE,PITTSBURGH,PA,15219
671,MITCHELL CENTER,2195 MITCHELL CENTER DRIVE,MOBILE,AL,36608
672,MURPHY CENTER,MIDDLE TENNESSEE BOULEVARD AND DIVISION STREET,MURFREESBORO,TN,37132
673,MCCANN FIELD HOUSE,3399 N RD,POUGHKEEPSIE,NY,12601
674,GALLAGHER CENTER,2009 NIAGARA UNIVERSITY,NIAGARA FALLS,NY,14109
675,FIU ARENA,11200 SW 8TH STREET,MIAMI,FL,33174
676,BOBBY BOWDEN FIELD AT DOAK CAMPBELL STADIUM,CHAMPIONS WAY,TALLAHASSEE,FL,32304
677,KOESSLER ATHLETIC CENTER,MAIN STREET (NY-5),BUFFALO,NY,14208
678,CAJUNDOME,CAJUNDOME BOULEVARD AND WEST CONGRESS STREET,LAFAYETTE,LA,70506
679,BEN HILL GRIFFIN STADIUM,157 GALE LEMERAND DRIVE,GAINESVILLE,FL,32611
680,CONVOCATION CENTER (MICHIGAN),799 NORTH HEWITT ROAD,YPSILANTI,MI,48197
681,UNT COLISEUM,600 AVENUE D,DENTON,TX,76201
682,OCEAN BANK FIELD AT FIU STADIUM,SW 17TH STREET AND SW 112TH AVENUE,MIAMI,FL,33165
683,CONVOCATION CENTER (OHIO),95 RICHLAND AVENUE,ATHENS,OH,45701
684,TROJAN ARENA,5000 VETERANS STADIUM DRIVE,TROY,AL,36082
685,BOBBY DODD STADIUM,155 NORTH AVENUE NW,ATLANTA,GA,30332
686,MEMORIAL GYMNASIUM (LOUISIANA),REED STREET AND SANDLE STREET,GRAMBLING,LA,71245
687,SANFORD STADIUM,SANFORD DRIVE AND FIELD STREET,ATHENS,GA,30605
688,SAVAGE  ARENA,2801 W BANCROFT ST,TOLEDO,OH,43606
689,ALOHA STADIUM,99-500 SALT LAKE BOULEVARD,HONOLULU,HI,96818
690,BURR GYMNASIUM,2400 6TH ST NW,WASHINGTON,DC,20001
691,HARRISON HPER COMPLEX,SUNFLOWER LANE AND LEFLORE AVENUE,ITTA BENA,MS,38941
692,KINNICK STADIUM,STADIUM DRIVE AND HAWKINS DRIVE,IOWA CITY,IA,52242
693,HAMPTON CONVOCATION CENTER,100 E QUEEN ST,HAMPTON,VA,23668
694,WILLIIAM NICKS BUILDING,L. W. MINOR STREET,PRAIRIE VIEW,TX,77445
695,CORBETT SPORTS CENTER,1601 EAST MARKET STREET,GREENSBORO,NC,27401
696,JACK TRICE STADIUM,1798 SOUTH FOURTH STREET,AMES,IA,50010
697,PAN AMERICAN CENTER,INTERNATIONAL MALL AND PAYNE STREET,LAS CRUCES,NM,88003
698,ALFRED LAWSON CENTER,1800 WAHNISH WAY,TALLAHASSEE,FL,32301
699,ALBERTSONS STADIUM,WEST BRONCO CIRCLE,BOISE,ID,83725
700,THOMAS ASSEMBLY CENTER,WEST ALABAMA AVENUE AND PENNY LANE,RUSTON,LA,71270
701,TALMADGE L. HILL FIELD HOUSE,ARGONNE DRIVE AND HILLEN ROAD,BALTIMORE,MD,21239
702,KIBBIE-ASUI ACTIVITY CENTER,1000 STADIUM DRIVE,MOSCOW,ID,83844
703,SAVE MART CENTER,EAST SHAW AVENUE AND NORTH CHESTNUT AVENUE,FRESNO,CA,93710
704,JOSEPH ECHOLS MEMORIAL HALL,700 PARK AVE,NORFOLK,VA,23504
705,MEMORIAL STADIUM (ILLINOIS),SOUTH 1ST STREET AND WEST KIRBY AVENUE,CHAMPAIGN,IL,61820
706,STAN SHERIFF CENTER,LOWER CAMPUS ROAD,HONOLULU,HI,96822
707,CENTRUM ARENA,351 WEST CENTER STREET,CEDAR CITY,UT,84720
708,RYAN FIELD,1501 CENTRAL STREET,EVANSTON,IL,60208
709,FORD CENTER,SOUTHEAST MARTIN LUTHER KING JR BOULEVARD,EVANSVILLE,IN,47708
710,INDIANA FARMERS COLISEUM,1202 E 38TH ST,INDIANAPOLIS,IN,46205
711,LEGION FIELD,GRAYMOUNT AVENUE W AND JASPER ROAD W,BIRMINGHAM,AL,35204
712,MULTIPURPOSE ACTIVITY CENTER,400 CEDAR AVENUE,WEST LONG BRANCH,NJ,7764
713,CHARLES KOCH ARENA,EAST 21ST STREET AND NORTH HILLSIDE AVENUE,WICHITA,KS,67260
714,BRYANT-DENNY STADIUM,950 PAUL W. BRYANT DRIVE,TUSCALOOSA,AL,35401
715,MATTHEW KNIGHT ARENA,1776 EAST 13TH STREET,EUGENE,OR,97401
716,HULMAN ARENA,200 NORTH 8TH STREET,TERRE HAUTE,IN,47807
717,JORDAN-HARE STADIUM,251 SOUTH DONAHUE DRIVE,AUBURN,AL,36849
718,COLLEGE PARK CENTER,601 SOUTH PECAN STREET,ARLINGTON,TX,76010
719,JQH ARENA,685 SOUTH JOHN Q. HAMMONS PARKWAY,SPRINGFIELD,MO,65807
720,VETERANS MEMORIAL STADIUM,SOUTH GEORGE WALLACE DR AND MELTON CARTER DR,TROY,AL,36081
721,ALICO ARENA,10501 FGCU BOULEVARD,FORT MEYERS,FL,33965
722,KNAPP ARENA,2601 FOREST AVENUE,DES MOINES,IA,50311
723,DONALD W. REYNOLDS RAZORBACK STADIUM,WEST MAPLE STREET AND NORTH STADIUM DRIVE,FAYETTEVILLE,AR,72701
724,G.B. HODGE CENTER,HODGE DRIVE,SPARTANBURG,SC,29303
725,VIEJAS ARENA,5500 CANYON CREST DRIVE,SAN DIEGO,CA,92115
726,WAR MEMORIAL STADIUM (ARKASAS),FAIR PARK BOULEVARD AND WEST MARKHAM STREET,LITTLE ROCK,AR,72205
727,WELLS FARGO CENTER,3601 SOUTH BROAD STREET,PHILADELPHIA,PA,19148
728,DANIEL-MEYER COLISEUM,2900 STADIUM DRIVE,FORT WORTH,TX,76109
729,HUSKIE STADIUM,1245 STADIUM DRIVE SOUTH,DEKALB,IL,60115
730,HOLT ARENA,550 MEMORIAL DRIVE,POCATELLO,ID,83201
731,HUNTSMAN CENTER,1825 EAST SOUTH CAMPUS ROAD,SALT LAKE CITY,UT,84112
732,MEMORIAL STADIUM (INDIANA),701 EAST 17TH STREET,BLOOMINGTON,IN,47408
733,TEMPLETON PHYSICAL EDUCATION CENTER,ASHLAND STREET,CLINTON,SC,29325
734,SEWALL CENTER,6001 UNIVERSITY BLVD,MOON TOWNSHIP,PA,15108
735,ROSS-ADE STADIUM,STEVEN BEERING DRIVE AND VICTORY DRIVE,WEST LAFAYETTE,IN,47907
736,KIMMEL ARENA,227 CAMPUS DRIVE,ASHEVILLE,NC,28804
737,DEGOL ARENA,140 LAKEVIEW DRIVE,LORETTO,PA,15940
738,NOTRE DAME STADIUM,MOOSE KRAUSE CIRCLE AND DORR ROAD,NOTRE DAME,IN,46637
739,SHARP GYMNASIUM,HINTON DRIVE,HOUSTON,TX,77074
740,DETRICK GYMNASIUM,1615 STANLEY ST,NEW BRITAIN,CT,6053
741,SCHEUMANN STADIUM,BETHEL AVENUE AND TILLOTSON AVENUE,MUNCIE,IN,47034
742,BETTY ENGELSTAD SIOUX CENTER,1 RALPH ENGELSTAD DRIVE,GRANK FORKS,ND,58203
743,KNOTT ARENA,16300 OLD EMMITSBURG ROAD,EMMITSBURG,MD,21727
744,MEMORIAL STADIUM (KANSAS),1017 WEST 11TH STREET,LAWRENCE,KS,66044
745,KEYARENA,305 HARRISON STREET,SEATTLE,WA,98109
746,CHILES CENTER,5000 N WILLAMETTE BLVD,PORTLAND,OR,97203
747,BILL SYNDER FAMILY FOOTBALL STADIUM,1800 COLLEGE AVENUE,MANHATTAN,KS,66502
748,ICARDO CENTER,ROADRUNNER DRIVE,BAKERSFIELD,CA,93301
749,FIRESTONE FIELDHOUSE,24225 PACIFIC COAST HWY,MALIBU,CA,90263
750,PAPA JOHN'S CARDINAL STADIUM,2800 SOUTH FLOYD STREET,LOUISVILLE,KY,40209
751,STROH CENTER,1535 WOOSTER STREET,BOWLING GREEN,OH,43042
752,JENNY CRAIG PAVILION,5998 ALCALA PARK WAY,SAN DIEGO,CA,92110
753,COMMONWEALTH STADIUM,UK COLLEGE WAY AND SPORTS CENTER DRIVE,LEXINGTON,KY,40506
754,MCDOUGALD-MCLENDON GYMNASIUM,1801 FAYETTEVILLE STREET,DURHAM,NC,27707
755,LEAVEY CENTER,500 EL CAMINO REAL,SANTA CLARA,CA,95053
756,TIGER STADIUM,WEST STADIUM ROAD,BATON ROUGE,LA,70802
757,PHYSICAL EDUCATION COMPLEX,2523 GWYNNS FALLS PARKWAY,BALTIMORE,MD,21212
758,CHACE ATHLETIC CENTER,1150 DOUGLAS PIKE,SMITHFIELD,RI,2917
759,CAJUN FIELD,201 REINHARDT DRIVE,LAFAYETTE,LA,70506
760,VADALABENE CENTER,NORTH CIRCLE DRIVE AND NORTHWEST ROAD,EDWARDSVILLE,IL,62026
761,AUBURN ARENA,HEISMAN DRIVE AND CONNECTOR,AUBURN,AL,36849
762,MALONE STADIUM,WARHAWK WAY AND NORTHEAST DRIVE,MONROE,LA,71203
763,TD ARENA,MEETING STREET AND BURNS LANE,CHARLESTON,SC,29401
764,JOE AILLET STADIUM,STADIUM BOULEVARD,RUSTON,LA,71272
765,DAKOTADOME,TAYLOR STREET,VERMILLION,SD,57069
766,ALUMNI STADIUM,CAMPANELLA WAY,CHESTNUT HILL,MA,2467
767,FREDRICK C. HOBDY ASSEMBLY CENTER,1234 GRAMBLING ROAD,GRAMBLING,LA,71245
768,BYRD STADIUM,STADIUM DRIVE AND VALLEY DRIVE,COLLEGE PARK,MD,20742
769,LADD-PEEBLES STADIUM,1621 VIRGINIA STREET,MOBILE,AL,36604
770,NAVY-MARINE CORPS MEMORIAL STADIUM,304 FARRAGUT ROAD,ANNAPOLIS,MD,21401
771,WARREN MCGUIRK ALUMNI STADIUM,300 STADIUM DRIVE,HADLEY,MA,1003
772,MICHIGAN STADIUM,1201 SOUTH MAIN STREET,ANN ARBOR,MI,48104
773,JIM WACKER FIELD AT BOBCAT STADIUM,1100 AQUARENA SPRINGS DRIVE,SAN MARCOS,TX,78666
774,SPARTAN STADIUM (MICHIGAN),STADIUM ROAD AND RED CEDAR ROAD,EAST LANSING,MI,48824
775,ALAMODOME,100 MONTANA STREET,SAN ANTONIO,TX,78203
776,KELLY/SHORTS STADIUM,WEST CAMPUS DRIVE AND UNIVERSITY PARK DRIVE,MOUNT PLEASANT,MI,48858
777,KIDD BREWER STADIUM,270 STADIUM DRIVE,BOONE,NC,28607
778,RYNEARSON STADIUM,184 WESTVIEW STREET,YPSILANTI,MI,48197
779,WALDO STADIUM,PRESS LANE,KALAMAZOO,MI,49008
780,FAUROT FIELD AT MEMORIAL STADIUM,STADIUM BOULEVARD AND MICK DEAVER MEMORIAL D,COLUMBIA,MO,65201
781,M.M. ROBERTS STADIUM,118 COLLEGE DRIVE,HATTIESBURG,MS,39406
782,DAVIS WADE STADIUM,BARR ROAD AND MOORE ROAD,STARKVILLE,MS,39759
783,VAUGHT-HEMINGWAY STADIUM,FRATERNITY ROW AND HILL DRIVE,OXFORD,MS,38677
784,CARTER-FINLEY STADIUM,4600 TRINITY ROAD,RALEIGH,NC,27607