FID,NAME,POP_2010,STATE
35053,Wolf,-999,WY
35054,Emory,-999,GA
35055,Broad Pass (historical),-999,AK
35056,Continental Divide,-999,NM
35057,Quarry,-999,TX
35058,Weloka,-999,HI
35059,Rheem,-999,CA
35060,Enos Corner,-999,IN
35061,Rocky Ridge Ranch,-999,MO
35062,Deep Gap,-999,NC
35063,Isla,-999,TX
35064,Isle au Haut,-999,ME
35065,Village of Four Seasons,2217,MO
35066,Country Club Village,2449,MO
35067,Cobalt Village,226,MO
35068,South West City,970,MO
35069,Loch Lloyd,600,MO
35070,Columbia,891,NH
35071,Merrimack,4197,NH
35072,Gann Valley,14,SD
35073,Witten,79,SD
35074,Manderson,626,SD
35075,Lakewood (historical),2302,TN
35076,Parkers Crossroads,330,TN
35077,Three Way,1709,TN
35078,Soddy-Daisy,12714,TN
35079,Hartsville,7870,TN
35080,Lynchburg,6362,TN
35081,Nashville,601222,TN
35082,Falcon Lake,1036,TX
35083,Cache Junction,38,UT
35084,Elberta,256,UT
35085,Petersboro,324,UT
35086,Oljato,674,UT
35087,Heber City,11362,UT
35088,Boulder,226,UT
35089,North Westminster,247,VT
35090,Cabot,233,VT
35091,South Chesconessex,131,VA
35092,Buckingham,133,VA
35093,Chamberlayne Heights,5456,VA
35094,Gloucester,2951,VA
35095,Meadowview,967,VA
35096,Marietta,3906,WA
35097,McMurray,192,WA
35098,Nordland,844,WA
35099,La Crosse,313,WA
35100,Thompson Place,5892,WA
35101,Coalton,250,WV
35102,Berkeley Springs,624,WV
35103,Weston,14868,WI
35104,Mequon,23132,WI
35105,Superior,664,WI
35106,Brockway,-999,WI
35107,De Forest,8936,WI
35108,Jamestown,-999,WI
35109,Ottawa,-999,WI
35110,Parkland,-999,WI
35111,Casper,55316,WY
35112,Colony,-999,WY
35113,Foxpark,22,WY
35114,Furnace Creek,24,CA
35115,Clearlake,15250,CA
35116,Tamalpais Valley,10735,CA
35117,Albany,18539,CA
35118,Malibu,12645,CA
35119,West Hollywood,34399,CA
35120,Mesa Verde,1023,CA
35121,Rackerby,204,CA
35122,Coulterville,201,CA
35123,El Toro,-999,CA
35124,Hollywood,-999,CA
35125,Bronx,1408473,NY
35126,Manhattan,1619090,NY
35127,Brooklyn,2565635,NY
35128,Queens,2272771,NY
35129,Staten Island,470728,NY
35130,Ogletown,-999,DE
35131,Ritchie,276,MD
35132,Dares Beach,2538,MD
35133,Chardon,5148,OH
35134,Hoopersville,-999,MD
35135,Chaptico,-999,MD
35136,Milford Crossroads,-999,DE
35137,North Attleborough,28712,MA
35138,Calvert,-999,MD
35139,Farmington,-999,MD
35140,Whiteford,-999,MD
35141,Prospect,-999,MD
35142,Cornersville,-999,MD
35143,Georgiaville,-999,RI
35144,Centerdale,-999,RI
35145,Union Village,-999,RI
35146,Saunderstown,-999,RI
35147,Shawmut,-999,AL
35148,Sunrise,84439,FL
35149,Joiner,576,AR
35150,Warm Springs,-999,AR
35151,Flournoy,-999,LA
35152,Washington,-999,MS
35153,Brasfield,-999,AR
35154,Holbrook Junction,-999,NV
35155,Rockvale,-999,MT
35156,Bozeman Hot Springs,-999,MT
35157,Watkins,653,CO
35158,Parlin,-999,CO
35159,Doyleville,-999,CO
35160,Mineral Hot Springs,-999,CO
35161,Lawson,-999,CO
35162,Dumont,-999,CO
35163,El Rancho,-999,CO
35164,Granite,-999,IA
35165,Carbury,-999,ND
35166,Rose Lake,-999,ID
35167,Sparta,-999,NJ
35168,Manchester,-999,NJ
35169,Bacavi,-999,AZ
35170,Big Springs,-999,AZ
35171,Double Adobe,-999,AZ
35172,Carmen,-999,AZ
35173,Nicksville,-999,AZ
35174,Tumacacori,393,AZ
35175,Forest Lakes Estates,-999,AZ
35176,Doyleville,-999,CO
35177,Farson,-999,IA
35178,West Grove,-999,IA
35179,Humble City,-999,NM
35180,Rutheron,-999,NM
35181,Los Padillas,-999,NM
35182,Ojo Caliente,-999,NM
35183,Manhattan,-999,NV
35184,Matanuska,-999,AK
35185,Seal Rock,-999,OR
35186,South Beach,-999,OR
35187,Tidewater,-999,OR
35188,Enning,-999,SD
35189,Marcus,-999,SD
35190,Maurine,-999,SD
35191,Mud Butte,-999,SD
35192,Opal,-999,SD
35193,Plainview,-999,SD
35194,Redowl,-999,SD
35195,White Owl,-999,SD
35196,Fairpoint,-999,SD
35197,Hereford,-999,SD
35198,Howes,-999,SD
35199,Stoneville,-999,SD
35200,Viewfield,-999,SD
35201,Elm Springs,-999,SD
35202,Tilford,-999,SD
35203,Beekmantown,-999,NY
35204,Black Brook,-999,NY
35205,Ellenburg,-999,NY
35206,Saranac,-999,NY
35207,Schuyler Falls,-999,NY
35208,De Kalb Junction,519,NY
35209,Helena,-999,NY
35210,Newton Falls,-999,NY
35211,Nicholville,-999,NY
35212,Raymondville,-999,NY
35213,South Colton,-999,NY
35214,Clare,-999,NY
35215,De Kalb,-999,NY
35216,De Peyster,-999,NY
35217,Fine,-999,NY
35218,Fowler,-999,NY
35219,Hopkinton,-999,NY
35220,Lisbon,-999,NY
35221,Louisville,-999,NY
35222,Oswegatchie,-999,NY
35223,Piercefield,-999,NY
35224,Pierrepont,-999,NY
35225,Pitcairn,-999,NY
35226,Rossie,-999,NY
35227,Russell,-999,NY
35228,Bangor,-999,NY
35229,Bombay,-999,NY
35230,Constable,-999,NY
35231,Dickinson,-999,NY
35232,Fort Covington,-999,NY
35233,Harrietstown,-999,NY
35234,Moira,-999,NY
35235,Santa Clara,-999,NY
35236,Westville,-999,NY
35237,Bates,-999,OR
35238,Dale,-999,OR
35239,Fox,-999,OR
35240,Hamilton,-999,OR
35241,Izee,-999,OR
35242,Kimberly,-999,OR
35243,Silvies,-999,OR
35244,Stephan,-999,SD
35245,Holabird,-999,SD
35246,Ashwood,-999,OR
35247,Willowdale,-999,OR
35248,Grizzly,-999,OR
35249,Foster,-999,OR
35250,Hayes,-999,SD
35251,Wendte,-999,SD
35252,Mission Ridge,-999,SD
35253,Hilland,-999,SD
35254,Milesville,-999,SD
35255,Nowlin,-999,SD
35256,Ottumwa,-999,SD
35257,Kirley,-999,SD
35258,North Albany,-999,OR
35259,Hoskins,-999,OR
35260,Bonilla,-999,SD
35261,Nemo,-999,SD
35262,Paulina,-999,OR
35263,Post,-999,OR
35264,Powell Butte,-999,OR
35265,Canning,-999,SD
35266,Crown Point,-999,NY
35267,Essex,-999,NY
35268,Jay,-999,NY
35269,Keene,-999,NY
35270,Lewis,-999,NY
35271,Minerva,-999,NY
35272,Moriah,-999,NY
35273,Newcomb,-999,NY
35274,North Elba,-999,NY
35275,North Hudson,-999,NY
35276,Osceola,-999,SD
35277,Wicksville,-999,SD
35278,Creighton,-999,SD
35279,Pedro,-999,SD
35280,Conata,-999,SD
35281,Farmingdale,-999,SD
35282,Imlay,-999,SD
35283,Rochford,-999,SD
35284,Rockerville,-999,SD
35285,Cherry Hill,-999,MI
35286,Denton,-999,MI
35287,East Rockwood,-999,MI
35288,Edgewater Heights,-999,MI
35289,Grosse Pointe Shores,-999,MI
35290,Milleville Beach,-999,MI
35291,Conesville,-999,NY
35292,New Boston,-999,MI
35293,Gilboa,-999,NY
35294,Roulo,-999,MI
35295,Jefferson,-999,NY
35296,Sheldon,-999,MI
35297,Seward,-999,NY
35298,Ida,-999,MI
35299,Sharon,-999,NY
35300,Oakville,-999,MI
35301,Summit,-999,NY
35302,Nanson,-999,ND
35303,Berne,-999,NY
35304,Kelvin,-999,ND
35305,Coeymans,-999,NY
35306,Eckman,-999,ND
35307,Alma,-999,NY
35308,Guilderland,-999,NY
35309,Omemee,-999,ND
35310,Birdsall,-999,NY
35311,Knox,-999,NY
35312,Russell,-999,ND
35313,Scenic,-999,SD
35314,Burns,-999,NY
35315,New Scotland,-999,NY
35316,Akra,-999,ND
35317,Owanka,-999,SD
35318,Caneadea,-999,NY
35319,Rensselaerville,-999,NY
35320,Bowesmont,-999,ND
35321,Silver City,-999,SD
35322,South Montrose,-999,PA
35323,Centerville,-999,NY
35324,Westerlo,-999,NY
35325,Gardar,-999,ND
35326,Arock,-999,OR
35327,Springville,-999,PA
35328,Grove,-999,NY
35329,Cincinnatus,-999,NY
35330,Leroy,-999,ND
35331,Beulah,-999,OR
35332,Garland,-999,PA
35333,Hume,-999,NY
35334,Maza,-999,ND
35335,Ironside,-999,OR
35336,Cuyler,-999,NY
35337,Eagleville,-999,OH
35338,Independence,-999,NY
35339,Jamieson,-999,OR
35340,Clyde,-999,ND
35341,New Lyme Station,-999,OH
35342,Harford,-999,NY
35343,West Almond,-999,NY
35344,Riverside,-999,OR
35345,Maida,-999,ND
35346,Pierpont,-999,OH
35347,Lapeer,-999,NY
35348,Wirt,-999,NY
35349,Westfall,-999,OR
35350,Preble,-999,NY
35351,Olga,-999,ND
35352,Dorset,-999,OH
35353,Bovina,-999,NY
35354,Alkabo,-999,ND
35355,Simons,-999,OH
35356,Alfalfa,-999,OR
35357,Scott,-999,NY
35358,Colchester,-999,NY
35359,Coteau,-999,ND
35360,Kelloggsville,-999,OH
35361,Hampton,-999,OR
35362,Solon,-999,NY
35363,Davenport,-999,NY
35364,Brothers,-999,OR
35365,Taylor,-999,NY
35366,Northgate,-999,ND
35367,Saybrook,-999,OH
35368,Truxton,-999,NY
35369,Hartland,-999,ND
35370,Warren,-999,RI
35371,Hamden,-999,NY
35372,Champion,-999,NY
35373,Virgil,-999,NY
35374,Niobe,-999,ND
35375,Bristol,-999,RI
35376,Harpersfield,-999,NY
35377,Worth,-999,NY
35378,Willet,-999,NY
35379,Bonetraill,-999,ND
35380,Barrington,-999,RI
35381,Masonville,-999,NY
35382,Blue River,-999,OR
35383,Meredith,-999,NY
35384,Dexter,-999,OR
35385,Placer,-999,OR
35386,Buford,-999,ND
35387,Washington,-999,RI
35388,Roxbury,-999,NY
35389,Leaburg,-999,OR
35390,West Warwick,-999,RI
35391,Holland,-999,OR
35392,McGregor,-999,ND
35393,Murphy,-999,OR
35394,Spring Brook,27,ND
35395,Ancram,-999,NY
35396,McKenzie Bridge,-999,OR
35397,Coventry Center,-999,RI
35398,Austerlitz,-999,NY
35399,Santa Clara,-999,OR
35400,East Greenwich,-999,RI
35401,Wilderville,-999,OR
35402,Trenton,-999,ND
35403,Canaan,-999,NY
35404,Vida,-999,OR
35405,Silica,-999,OH
35406,Leland,-999,OR
35407,Zahl,-999,ND
35408,Walterville,-999,OR
35409,Elliston,-999,OH
35410,Claverack,-999,NY
35411,Wolf Creek,-999,OR
35412,Hanks,-999,ND
35413,Gypsum,-999,OH
35414,Wheelock,-999,ND
35415,Barrington,-999,NY
35416,Clermont,-999,NY
35417,Goshen,-999,OR
35418,Marcola,-999,OR
35419,Catawba Island,-999,OH
35420,Berwick,-999,ND
35421,Benton,-999,NY
35422,Copake,-999,NY
35423,Hillsdale,-999,NY
35424,Italy,-999,NY
35425,Denbigh,-999,ND
35426,Culp Creek,-999,OR
35427,Oakshade,-999,OH
35428,Livingston,-999,NY
35429,Montville,-999,OH
35430,Middlesex,-999,NY
35431,Guthrie,-999,ND
35432,Cushman,-999,OR
35433,New Lebanon,-999,NY
35434,Welshfield,-999,OH
35435,Potter,-999,NY
35436,Simcoe,-999,ND
35437,Disston,-999,OR
35438,Stockport,-999,NY
35439,Dorena,-999,OR
35440,Belden,-999,ND
35441,East Claridon,-999,OH
35442,Starkey,-999,NY
35443,Stuyvesant,-999,NY
35444,Columbus,-999,NY
35445,Coulee,-999,ND
35446,Jamestown,-999,RI
35447,Mapleton,-999,OR
35448,Lostwood,-999,ND
35449,Little Compton,-999,RI
35450,McCredie Springs,-999,OR
35451,Taghkanic,-999,NY
35452,Coventry,-999,NY
35453,Middletown,-999,RI
35454,Ashland,-999,NY
35455,Swisshome,-999,OR
35456,Tagus,-999,ND
35457,Lincklaen,-999,NY
35458,Aylmer,-999,ND
35459,Durham,-999,NY
35460,Portsmouth,-999,RI
35461,Cheshire,-999,OR
35462,McDonough,-999,NY
35463,Southam,-999,ND
35464,Siltcoos,-999,OR
35465,North Norwich,-999,NY
35466,Jewett,-999,NY
35467,West Kingston,-999,RI
35468,Webster,-999,ND
35469,Lexington,-999,NY
35470,Otselic,-999,NY
35471,Denmark,-999,NY
35472,Wakefield,-999,RI
35473,Lakewood Park,-999,ND
35474,Greig,-999,NY
35475,New Baltimore,-999,NY
35476,Pharsalia,-999,NY
35477,New Shoreham,-999,RI
35478,Cashel,-999,ND
35479,Harrisburg,-999,NY
35480,Conklin,-999,NY
35481,Pitcher,-999,NY
35482,Charlestown,-999,RI
35483,Voss,-999,ND
35484,Kirkwood,-999,NY
35485,Lyonsdale,-999,NY
35486,Plymouth,-999,NY
35487,Exeter,-999,RI
35488,Baker,-999,ND
35489,Maine,-999,NY
35490,Martinsburg,-999,NY
35491,Preston,-999,NY
35492,Belleville,-999,RI
35493,Fillmore,-999,ND
35494,New Bremen,-999,NY
35495,Nanticoke,-999,NY
35496,Caroline,-999,NY
35497,Hopkinton,-999,RI
35498,Harlow,-999,ND
35499,Sanford,-999,NY
35500,Danby,-999,NY
35501,Falls,-999,PA
35502,Osceola,-999,NY
35503,Tokio,-999,ND
35504,Blooming Grove,-999,NY
35505,Watson,-999,NY
35506,Triangle,-999,NY
35507,Whitman,-999,ND
35508,Enfield,-999,NY
35509,Michigan,294,ND
35510,Greenville,-999,NY
35511,Vestal,-999,NY
35512,Iona,-999,SD
35513,Newfield,759,NY
35514,Barton,-999,NY
35515,Lyman,-999,SD
35516,Hamptonburgh,-999,NY
35517,Mekinock,-999,ND
35518,Bradford,-999,NY
35519,Berkshire,-999,NY
35520,Rutland,-999,SD
35521,Cameron,-999,NY
35522,Mount Hope,-999,NY
35523,Dore,-999,ND
35524,Richford,-999,NY
35525,Junius,-999,SD
35526,Caton,-999,NY
35527,West View,-999,OH
35528,Cartwright,-999,ND
35529,Capa,-999,SD
35530,Chemung,-999,NY
35531,Fremont,-999,NY
35532,Brockport,-999,PA
35533,Grassy Butte,-999,ND
35534,Keene,-999,ND
35535,Grandview,-999,PA
35536,Greenwood,-999,NY
35537,North Springfield,-999,PA
35538,Westover,-999,SD
35539,Hartsville,-999,NY
35540,Denning,-999,NY
35541,Van Metre,-999,SD
35542,Rawson,-999,ND
35543,Portland Mills,-999,PA
35544,Arietta,-999,NY
35545,Esopus,-999,NY
35546,Hornby,-999,NY
35547,Falkirk,-999,ND
35548,Lynch,-999,PA
35549,Howard,-999,NY
35550,Lloyd,-999,NY
35551,Benson,-999,NY
35552,West Hickory,-999,PA
35553,Raub,-999,ND
35554,Jasper,-999,NY
35555,Rocky Grove,-999,PA
35556,Marbletown,-999,NY
35557,Hope,-999,NY
35558,Roseglen,-999,ND
35559,Shinrock,-999,OH
35560,Lindley,-999,NY
35561,Indian Lake,-999,NY
35562,Brantford,-999,ND
35563,Rosendale,-999,NY
35564,Pulteney,-999,NY
35565,Kendall,-999,NY
35566,Parkertown,-999,OH
35567,Chaseley,-999,ND
35568,Shandaken,-999,NY
35569,Inlet,-999,NY
35570,Rathbone,-999,NY
35571,Kimball,-999,OH
35572,Lake Pleasant,-999,NY
35573,Wawarsing,-999,NY
35574,Wellsburg,-999,ND
35575,Murray,-999,NY
35576,Wells,-999,NY
35577,Beekman,-999,NY
35578,Marshall,-999,ND
35579,Lime City,-999,OH
35580,Thurston,-999,NY
35581,Troupsburg,-999,NY
35582,East Fishkill,-999,NY
35583,New Hradec,-999,ND
35584,Sterling Run,-999,PA
35585,Fairfield,-999,NY
35586,Urbana,-999,NY
35587,Milan,-999,NY
35588,Colgate,-999,ND
35589,Bushkill,-999,PA
35590,Norway,-999,NY
35591,Ohio,-999,NY
35592,Dingmans Ferry,-999,PA
35593,Walum,-999,ND
35594,West Union,-999,NY
35595,Esmond,-999,RI
35596,Barlow,-999,ND
35597,Wheeler,-999,NY
35598,Manville,-999,RI
35599,Russia,-999,NY
35600,Tafton,-999,PA
35601,Bordulac,-999,ND
35602,Woodhull,-999,NY
35603,Smithfield,-999,RI
35604,Salisbury,-999,NY
35605,Ridgeway,-999,NY
35606,Greeley,-999,PA
35607,Hartland,-999,NY
35608,Juanita,-999,ND
35609,Arkwright,-999,NY
35610,Cumberland,-999,RI
35611,Stratford,-999,NY
35612,Elimsport,-999,PA
35613,Ralston,-999,PA
35614,Fairfield,-999,ND
35615,Clymer,-999,NY
35616,North Foster,-999,RI
35617,Warren,-999,NY
35618,Warrensville,-999,PA
35619,Bethel,-999,NY
35620,Fryburg,-999,ND
35621,Ellington,-999,NY
35622,Frenchglen,-999,OR
35623,Cammal,-999,PA
35624,Cochecton,-999,NY
35625,Trotters,-999,ND
35626,Pendleton,-999,NY
35627,French Creek,-999,NY
35628,Lawen,-999,OR
35629,Trout Run,-999,PA
35630,Fallsburg,-999,NY
35631,Eldridge,-999,ND
35632,Gerry,-999,NY
35633,Wagontire,-999,OR
35634,Barbours,-999,PA
35635,Neversink,-999,NY
35636,Sydney,-999,ND
35637,Harney,-999,OR
35638,Sonestown,-999,PA
35639,Rockland,-999,NY
35640,Kiantone,-999,NY
35641,Somerset,-999,NY
35642,Riley,-999,OR
35643,Mildred,-999,PA
35644,Tusten,-999,NY
35645,Baldwin,-999,ND
35646,Mina,-999,NY
35647,Princeton,-999,OR
35648,Carmel,-999,NY
35649,Camptown,-999,PA
35650,Portland,-999,NY
35651,McKenzie,-999,ND
35652,Patterson,-999,NY
35653,East Smithfield,-999,PA
35654,Sheridan,-999,NY
35655,Moffit,-999,ND
35656,Stamford,-999,SD
35657,East Troy,-999,PA
35658,Stockton,-999,NY
35659,Sterling,-999,ND
35660,Long Valley,-999,SD
35661,Putnam Valley,-999,NY
35662,Gillett,-999,PA
35663,Catharine,-999,NY
35664,Fort Clark,-999,ND
35665,Hisle,-999,SD
35666,Brentwood Lake,-999,OH
35667,Powell,-999,PA
35668,Cayuta,-999,NY
35669,Hannover,-999,ND
35670,Henrietta,-999,NY
35671,Stevensville,-999,PA
35672,Hector,-999,NY
35673,Potato Creek,-999,SD
35674,Vincent,-999,OH
35675,Hensler,-999,ND
35676,Ulster,-999,PA
35677,Tyrone,-999,NY
35678,Camas Valley,-999,OR
35679,Columbia Hills Corners,-999,OH
35680,Lucca,-999,ND
35681,Curtin,-999,OR
35682,Columbia Station,-999,OH
35683,Chaffee,-999,ND
35684,Leroy,-999,PA
35685,Wayne,-999,NY
35686,Idleyld Park,-999,OR
35687,North Eaton,-999,OH
35688,Hickson,-999,ND
35689,Antrim,-999,PA
35690,Ashford,-999,NY
35691,Mendon,-999,NY
35692,Tenmile,-999,OR
35693,Champion,-999,OH
35694,Lefor,-999,ND
35695,Blackwell,-999,PA
35696,Carrollton,-999,NY
35697,Umpqua,-999,OR
35698,Mecca,-999,OH
35699,Breien,-999,ND
35700,Gaines,-999,PA
35701,Conewango,-999,NY
35702,Winchester,-999,OR
35703,Keeneyville,-999,PA
35704,Kinsman,-999,OH
35705,Judson,-999,ND
35706,Dayton,-999,NY
35707,North Bloomfield,-999,OH
35708,Saint Anthony,-999,ND
35709,East Otto,-999,NY
35710,Diamond Lake,-999,OR
35711,Morris,-999,PA
35712,Gustavus,-999,OH
35713,Freda,-999,ND
35714,Farmersville,-999,NY
35715,Milo,-999,OR
35716,Sabinsville,-999,PA
35717,Gerald,-999,OH
35718,Lark,-999,ND
35719,Freedom,-999,NY
35720,Scottsburg,-999,OR
35721,Coryville,-999,PA
35722,Okolona,-999,OH
35723,Shields,-999,ND
35724,Great Valley,-999,NY
35725,Tiller,-999,OR
35726,Crosby,-999,PA
35727,Tylersville,-999,PA
35728,Kintyre,-999,ND
35729,Penfield,-999,NY
35730,Hinsdale,-999,NY
35731,Cyclone,-999,PA
35732,Westport,-999,PA
35733,Temvik,-999,ND
35734,Cedar Butte,-999,SD
35735,Humphrey,-999,NY
35736,Derrick City,-999,PA
35737,Farrandsville,-999,PA
35738,Mosher,-999,SD
35739,Ischua,-999,NY
35740,Hazel Hurst,-999,PA
35741,Hammersley Fork,-999,PA
35742,Dewey,-999,SD
35743,Leon,-999,NY
35744,North Bend,-999,PA
35745,Rixford,-999,PA
35746,Renner,-999,SD
35747,Lyndon,-999,NY
35748,Lucinda,-999,PA
35749,Westline,-999,PA
35750,Rowena,-999,SD
35751,Napoli,-999,NY
35752,Ludlow,-999,PA
35753,Drifton,-999,PA
35754,Unityville,-999,SD
35755,New Albion,-999,NY
35756,Harrison Valley,-999,PA
35757,Sweet Valley,-999,PA
35758,Dresden,-999,NY
35759,Otto,-999,NY
35760,West Pike,-999,PA
35761,Woodside,-999,PA
35762,Easton,-999,NY
35763,Persia,-999,NY
35764,Genesee,-999,PA
35765,Jewell,-999,OH
35766,Hampton,2808,NY
35767,Gold,-999,PA
35768,Beach Lake,-999,PA
35769,Brunersburg,-999,OH
35770,Hartford,-999,NY
35771,Newfoundland,-999,PA
35772,Farmer,-999,OH
35773,Kingsbury,-999,NY
35774,Anita,-999,PA
35775,Putnam,-999,NY
35776,Orson,-999,PA
35777,Sigel,-999,PA
35778,Riga,-999,NY
35779,White Creek,-999,NY
35780,Hamlin,-999,PA
35781,Lewisboro,-999,NY
35782,Bolton,-999,NY
35783,Lake Ariel,-999,PA
35784,Westfield,-999,ND
35785,Mount Pleasant,-999,NY
35786,Hague,-999,NY
35787,Brooklyn,981,PA
35788,North Castle,-999,NY
35789,Johnsburg,-999,NY
35790,North Salem,-999,NY
35791,Queensbury,-999,NY
35792,Pound Ridge,-999,NY
35793,Stony Creek,-999,NY
35794,Rush,-999,NY
35795,Somers,-999,NY
35796,Livona,-999,ND
35797,Thurman,-999,NY
35798,Huron,-999,NY
35799,Burnstad,-999,ND
35800,Rose,-999,NY
35801,De Sart,-999,ND
35802,Walworth,-999,NY
35803,Alfred,-999,ND
35804,Bleecker,-999,NY
35805,Nortonville,-999,ND
35806,Ephratah,-999,NY
35807,Burt,-999,ND
35808,Oppenheim,-999,NY
35809,Havelock,-999,ND
35810,Perth,-999,NY
35811,Carter,-999,SD
35812,Arch Cape,-999,OR
35813,Yorktown,-999,NY
35814,Cicero,-999,NY
35815,Hammond,-999,OR
35816,Millboro,-999,SD
35817,Sagamore Hills,-999,OH
35818,Clay,-999,NY
35819,Elsie,-999,OR
35820,Wewela,-999,SD
35821,Ghent,-999,OH
35822,LaFayette,-999,NY
35823,Knappa,-999,OR
35824,Clearfield,-999,SD
35825,Copley,-999,OH
35826,Lysander,-999,NY
35827,Brampton,-999,ND
35828,Keyapaha,-999,SD
35829,Northfield Center,-999,OH
35830,Otisco,-999,NY
35831,Crete,-999,ND
35832,Ideal,-999,SD
35833,West Richfield,-999,OH
35834,Pompey,-999,NY
35835,Merricourt,-999,ND
35836,Hastings,-999,NY
35837,Greensburg,-999,OH
